,Tweet,positive_match,negative_match,sentiment
274, grad gets long awaited apology from university via tweet ,[],[],neutral
275,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
276,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
277,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
278,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
279,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
280,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
281,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
282,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
283,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
284,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
285,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
286,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
287,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
288, emily drake a phd student at dalhousie university co created the hashtag ayacsm adolescent amp young adult cancer societal movement to give young patients amp survivors from around the world a way to connect over social media read her story ,[],['cancer'],negative
289,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
290,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
291,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
292,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
293,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
294,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
295,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
296,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
297,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
298,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
299, the lion s share of supposed classical liberals concerned about free speech aren t actually principled in their advocacy if they were principled they d have backed but most of them were either silent or piled on khan cdnpoli,"['free', 'principled', 'silent']",['concerned'],positive
300, the lion s share of supposed classical liberals concerned about free speech aren t actually principled in their advocacy if they were principled they d have backed but most of them were either silent or piled on khan cdnpoli,"['free', 'principled', 'silent']",['concerned'],positive
301,on october 29 dorian relief hfx is hosting a cultural evening in support of the bahamian people at the dalhousie university club tickets are 10 unable to attend donate instead details dalstudentlife dalhousieu ,"['relief', 'support']",['unable'],positive
302,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
303,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
304,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
305,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
306,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
307,on october 29 dorian relief hfx is hosting a cultural evening in support of the bahamian people at the dalhousie university club tickets are 10 unable to attend donate instead details dalstudentlife dalhousieu ,"['relief', 'support']",['unable'],positive
308,put down the self help books resilience is not a diy endeavour illustration by xulin wang michael ungar is the canada research chair in child family and community resilience a professor of social work at dalhousie university ,['work'],[],positive
309,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
310, the lion s share of supposed classical liberals concerned about free speech aren t actually principled in their advocacy if they were principled they d have backed but most of them were either silent or piled on khan cdnpoli,"['free', 'principled', 'silent']",['concerned'],positive
311,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
312,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
313,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
314,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
315,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
316,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
317,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
318,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
319,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
320, meetups provide valuable local networking opportunities for professionals at any career level join us at our next meetup in halifax on tues oct 29 6 30 9pm at the dalhousie university club refreshments included with your 20 reg ,['valuable'],[],positive
321,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
322,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
323,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
324,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
325,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
326,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
327,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
328,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
329,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
330,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
331,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
332,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
333,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
334,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
335,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
336,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
337,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
338,a long awaited apology for the great masuma is always welcome as anishinaabe our circle always has a place from masuma her honour and strength makes us better whitefragilitycankissmyass ,"['great', 'welcome', 'better']",[],positive
339,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
340,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
341,shame shes a fav of mine up north and i hate halifax amp dalhousie university ,['fav'],"['shame', 'hate']",negative
342,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
343,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
344,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
345,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
346,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
347,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
348,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
349,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
350,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
351,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
352,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
353,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
354,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
355,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
356,an associate professor in the department of sociology and social anthropology at dalhousie university halifax nova scotia margaret robinson is a bisexual and two spirit scholar from eski kewaq nova scotia and a member of the lennox island first nation ,[],[],neutral
357,the cswip keynote is open to all tomorrow at the university of guelph 6 30 8 00 keynote address location whitelaw room room 246 mclaughlin library margaret robinson dalhousie university tofu protectors what indigenous women have to do with food sovereignty,[],[],neutral
358,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
359,the cswip keynote is open to all tomorrow at the university of guelph 6 30 8 00 keynote address location whitelaw room room 246 mclaughlin library margaret robinson dalhousie university tofu protectors what indigenous women have to do with food sovereignty,[],[],neutral
360,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
361,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
362,the cswip keynote is open to all tomorrow at the university of guelph 6 30 8 00 keynote address location whitelaw room room 246 mclaughlin library margaret robinson dalhousie university tofu protectors what indigenous women have to do with food sovereignty,[],[],neutral
363,icymi steve murphy interviews lori turnbull a political scientist at dalhousie university about the results of the federal election and what it means for the next few years in canadian politics canpoli elxn43,[],[],neutral
364,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
365,icymi steve murphy interviews lori turnbull a political scientist at dalhousie university about the results of the federal election and what it means for the next few years in canadian politics canpoli elxn43,[],[],neutral
366,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
367,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
368,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
369,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
370,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
371,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
372,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
373,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
374,this is awful not only deserves a real apology and restitution for what she s endured she deserves to be lauded for her extraordinary anti racism work which made a far better place despite the administration ,"['extraordinary', 'work', 'better']","['awful', 'racism']",positive
375,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
376,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
377,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
378,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
379,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
380,dalhousie grad gets long awaited apology from university via tweet ,[],[],neutral
381,dalhousie grad gets long awaited apology from university via tweet cbc news ,[],[],neutral
382,putting aside her books and choosing to pursue her passion for designing everything worked out for the former dalhousie university english student kristen reid her line which took shape when she was preparing for dals vaudeville fashion design show show ,"['passion', 'worked']",[],positive
383,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
384,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
385,instructor agriculture food and environmental chemistry in truro for dalhousie university,[],[],neutral
386,instructor agriculture food and environmental chemistry in truro for dalhousie university ,[],[],neutral
387, go baron ,[],[],neutral
388,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
389,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
390,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
391, bugger off then but we in the rest of canada get mcgill uwo university of toronto mcmaster queens and dalhousie whilst you alberta nitwits get christian home skoolins by jesus kenney cdnpoli,[],[],neutral
392,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
393,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
394, bugger off then but we in the rest of canada get mcgill uwo university of toronto mcmaster queens and dalhousie whilst you alberta nitwits get christian home skoolins by jesus kenney cdnpoli,[],[],neutral
395,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
396, bugger off then but we in the rest of canada get mcgill uwo university of toronto mcmaster queens and dalhousie whilst you alberta nitwits get christian home skoolins by jesus kenney cdnpoli,[],[],neutral
397,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
398, thanks for sharing here s baron s story ,[],[],neutral
399,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
400,when baron longley heard his name called at dalhousie university s fall convocation last week he didn t wait to leave the stage to start celebrating ,[],['fall'],negative
401, bugger off then but we in the rest of canada get mcgill uwo university of toronto mcmaster queens and dalhousie whilst you alberta nitwits get christian home skoolins by jesus kenney cdnpoli,[],[],neutral
402, meetups provide valuable local networking opportunities for professionals at any career level join us at our next meetup in halifax on tues oct 29 6 30 9pm at the dalhousie university club refreshments included with your 20 reg ,['valuable'],[],positive
403, why don t you say something about clinton the real draft dodger went to canada why do you have to be such an ass,[],[],neutral
404,stammering here more than i have in a long time in my keynote speech for the conference stammer stutter montral montreal quebec canada stammering stuttering conference french presentation speech feelthefearanddoitanyway keynote keynotespeaker ,[],"['stammer', 'stutter', 'stuttering']",negative
405,canada gets three reeses cups in a pack gah damn free healthcare wasnt enough ,"['free', 'enough']",['damn'],positive
406, short answer future development will be in the us they will continue to file and pay tax on canadian income but us income will be taxed in the us since they have more costs head office in the us more of the income is taxed in the us and less in canada ,[],[],neutral
407,nearly three dozen irish hockey players are in metro vancouver this week getting as much ice time as they can they ve made the trip because there are no proper ice rinks in the republic of ireland ,['proper'],[],positive
408,new visualization employment in by stats canada cma you can see the downturn in 2005 and recovery in 2015 also interesting to see how decreased or increased employment in manufacturing industries did not seem to have much affect on employment in other sectors ,"['recovery', 'interesting']",['downturn'],positive
409, fuck no i m leaving canada,[],['fuck'],negative
410,amazon canada deals of the day save up to 60 on select coats and jackets up to 86 on select womens party dresses more ,[],[],neutral
411,north texas company produces canadas mountie hats ,[],[],neutral
412,merrell canada deals save an extra 20 off sale styles free shipping ,['free'],[],positive
413, manufacturer benefits available lego lego minecraft blaze bridge bat new minecraft game ca ,"['benefits', 'available']",[],positive
414,daylight saving time 2019 ends this sunday november 3 don t forget to fall back national post daylight saving time 2019 ends this sunday november 3 don t forget to fall backnational post ,[],['fall'],negative
415, summaries sunday soquij every week we present the summary of a decision handed down by a qubec court provided to us by soquij and considered to be of interest to our readers throughout canada soquij is attached to the qubec department of justice ,[],[],neutral
416,reminder canada goose jackets use dead dogs for their fur trim please don t buy canada goose this winter if you already have one please consider removing and donating the fur trim to your local animal shelter so it can be used as bedding and warmth for animals in need ,['warmth'],['dead'],neutral
417, i went to visit a client who had just moved into 1 5 million house had 2 brand new luxury cars in driveway and was doing large landscape with swimming pool asked him what he did charity settling newcomers to canada how to get wealthy in canada ,"['luxury', 'wealthy']",[],positive
418,ufc more boos for trump at mixed martial arts fight ,['trump'],[],positive
419,canada is the world s 3rd highest co2 emitter per capita on earth co2 emissions per capita by country real world economics review blog cdnpoli lpc cpc ndp gpc bqenjoc,[],[],neutral
420, s pela esquerda nenhum tbm j falei tem que rolar os dois ao mesmo tempo s olhar pro canad,[],[],neutral
421, bin esto lo dice theeconomist no solo yo si prevalece la lgica econmica los productores de crudos ms sucios incluyendo algeria brasil canad nigeria y venezuela pudieran quedarse sin produccin quin quedara reinando hasta el comienzo de la nueva era eeuu ,[],['sin'],negative
422,tapos ang tatay ko galing sa work nun nag tanong sya kung may magaling ba sagot ko meron ung taga canada sabi nya ay tisoy kako singkit hahahaha singkit si darren espanto un lang alam ko noon haha,['work'],['nag'],neutral
423,ufc more boos for trump at mixed martial arts fight ,['trump'],[],positive
424,thousands loosing their jobs 2 canadians sitting in a jail in china 327 days and counting businesses leaving canada for the us justin trudeau mia for 13 days this is not leadership this is a coward canadadeservesbetter trudeaumustgo scheer4pm,[],['coward'],negative
425, i hope you survive the recession that is going to hit canada hard ,[],"['recession', 'hard']",negative
426,breaking news with western canada in trouble prime minister trudeau has boarded a private plane and is flying out west annnndd he has just past alberta he is in torfino bc and he s surfing never mind he still doesn t care ,[],"['breaking', 'trouble']",negative
427, happy birthday from up here in chilly canada ,['happy'],['chilly'],neutral
428, so will they have to file with the cra and why would they move their headquarters to the us is canada not competitive enough,"['competitive', 'enough']",[],positive
429,infraestructura peatonal efectiva en quebec canad donde los coches no respetan los pasos de cebra no es lo que parece mira el vdeo va agusmarte ,[],[],neutral
430, hey i am not getting hindi or dugout stream in audio setting hotstar canada,[],[],neutral
431,by becoming a us corporation encana gets a higher multiple due to us investor interest given oil market prices are the same only reason for a lower multiple in canada is policy related fed prov legislation is very relevant cdnpoli ,[],[],neutral
432,extending an invitation to to defend his column tomorrow monday night on our national radio show we roll at 7 pacific 8 mountain 10 eastern ,[],[],neutral
433, yuzuruhanyu made some history of his own in kelowna or as brianorser put it while waiting for the scores you may have won your first skate canada yuzuru laughed hilariously he did that yes photo ,['won'],[],positive
434,and with fireworks wave one of the largest ever implementation of a clinical information system in canada is live weareahs connectcare ,[],[],neutral
435,who was the couple that died in canada that s as far as i take it high risk ,[],"['died', 'risk']",negative
436, dyk the cdn gov t introduced daylightsavingtime in 1918 to increase productivity during wwi a pre breakfast hour of daylight could be saved for use after supper spend today s extra hour learning the history of daylight saving time in our new article ,[],[],neutral
437, life is filled with simple pleasures that are often overlooked albertalife albertaphotographer autumn canada canadianphotographer canoncanada canmore canmorealberta canmorelife ,[],[],neutral
438, as the brexit party has already offered compromises such as a non aggression pact amp a possible canada plus style deal 2 2,[],['aggression'],negative
439,yuzuru hanyu skate canada 2019 ex ,[],[],neutral
440, rt this so everyone can see who is running out govt what a disgrace to canada other ctrys are laughing at us we are a joke and look like two bit hicks w o a brain ,['like'],"['disgrace', 'joke']",negative
441,were looking for schools across canada to join the coast to coast conversation get your classroom involved in the next rcmptalks upcoming topics bullying amp cyberbullying nov 20 mentalhealth jan 30 healthy relationships feb 14 rcmp ,['healthy'],['bullying'],neutral
442,norman traversy has his pre enquete hearing in ottawa tomorrow this is the most important story in canada now and one of the most important stories in canada history no one has ever successfully filed criminal charges against a sitting prime minister ,"['important', 'successfully']",['criminal'],positive
443,thanks to trudeau amp his genius mps now trudeau wants calgary mayor nenshi to represent alberta at the federal cabinet in some form talk about the level of ignorance idiocy amp disconnect from reality that prevails with justin trudeau s thinking ,['genius'],"['ignorance', 'idiocy']",negative
444,canada s conservatives will hold justin trudeau to account for his reckless spending cdnpoli ,[],['reckless'],negative
445, marijuana cannabis news one year into the legalization of recreational cannabis in canada and local investors are poised to cash in on cannabis tourism more than 140 investors and cannabis industry experts met for a first of its kind ,['poised'],[],positive
446,cymi take a look at the impact of the ford government s education cuts on the upper canada district school board in 2019 9 9 million cut in operating funding 317 cut in per student funding by 2023 119 fewer secondary teachers osstf onpoli onted nocutstoeducation ,[],[],neutral
447,espaa nos roba el delegado del gobierno cataln en ee uu y canad isidre sala ha declarado gasto de 8 500 en entretenimiento 2 000 3 500 3 200 nueva york y washington 9 300 bruselas y barcelona ,[],[],neutral
448,please comment canada ,[],[],neutral
449, hello im an avid reader and a mayward fan from canada you are a effective writer coz you affect your readers emotions please keep on writing because your good at it good luck ,"['avid', 'effective', 'good', 'luck']",[],positive
450,happy canada day i love canada ,"['happy', 'love']",[],positive
451,china russia north korea turkey versus 4th mexico united states canada donald john trump justin trudeau andres obrador justin anthony stauffer,['trump'],[],positive
452, depends who you ask ,[],[],neutral
453,canadas fossil fuel subsidies amount to 1 650 per canadian according to researchers at the environmental law centre and its got to stop oilandgas cdnpoli abpoli ,[],[],neutral
454, therapeutic oetrogen getogen research free radicals and antioxidant status the role of mgin in pregnancy the role of humminacids in gynecology surgery rheumatology and tumors therapeutic effects of alginit therepeutic effects of alginit canada thiering me dicines vitamines,['free'],['radicals'],neutral
455, et moi mon zient du canada,[],[],neutral
456, not sure that toronto had a version of this jingle comparing taking the bus to taking a limo it was repurposed and regionalized all over canada,[],[],neutral
457,una imagen vale ms que mil palabras para las amantes del rosa y del brilli brilli ste es vuestro look ,[],[],neutral
458,the way to go ,[],[],neutral
459,this remembranceday help show support for veterans and wartime contributions of animals by wearing an animals in war pin 1 from every pin sold supports get your animals in war pin today by visiting thank you canada ,"['support', 'supports', 'thank']",[],positive
460,you do realize that there is a huge win on trade with mexico and canada waiting for congress to pass right but nooo the demonrats dont give a crap about helping america heck they want to destroy america vote like your life depends on it ,"['win', 'right', 'helping', 'like']","['crap', 'heck', 'destroy']",positive
461, por el invierno se atraso 1 hora el tiempo ac en canad k kreisi ,[],[],neutral
462, oh my goodness you dont have to wait for future historians ,['goodness'],[],positive
463, stephen harper isnt a pm hes a hasbeen a washout canada staunchly rejected his white supremacist anti muslim hate rhetoric if you consider harper the private citizen nonce a friend that says everything about you ,['staunchly'],"['rejected', 'hate', 'rhetoric']",negative
464,maybe explain the absence of policy adding a carbon tax to coal we ship in ever increasing quantities to china hint we have an extraordinarily large coal shipping terminal quite close to the ideologically green capital of canada aka vancouver and its never been protested ,['extraordinarily'],"['absence', 'protested']",negative
465, euhh le marocaine de canada elles font mal la tte malla 3alem,[],[],neutral
466,this woman is reall disgusting i am embarrassed for canada everytime i see her she is the one who blew nafta she amp jt trump was not impressed every pic of her she is half naked with her legs up omg where did libs dredge her up from i feel ill looking at her ,"['trump', 'impressed']",['disgusting'],positive
467, skate billy skate did you just wake up canada is so grateful that you re disappointed ,['grateful'],['disappointed'],neutral
468,red hat the evolution of iot and 5g technologies leadership business chief canada 5g security cc ,[],[],neutral
